,Units,scenario,region,sector,subsector,technology,Year,value
89,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,electricity,electrolysis,2050,17.8333
90,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,electricity,electrolysis,2055,16.9391
91,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,electricity,electrolysis,2060,16.1332
92,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,electricity,electrolysis,2065,15.4349
93,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,electricity,electrolysis,2070,15.0317
94,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,electricity,electrolysis,2075,14.7833
95,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,electricity,electrolysis,2080,14.5916
96,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,electricity,electrolysis,2085,14.4368
97,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,electricity,electrolysis,2090,14.3108
98,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,electricity,electrolysis,2095,14.2166
99,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,electricity,electrolysis,2100,14.1684
100,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming,2005,2.42717
101,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming,2010,3.37015
102,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming,2015,3.35442
103,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming,2020,3.48442
104,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming,2025,4.33371
105,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming,2030,4.94567
106,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming,2035,5.57576
107,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming,2040,6.04451
108,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming,2045,6.47768
109,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming,2050,6.88432
110,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming,2055,7.27465
111,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming,2060,7.68492
112,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming,2065,8.22555
113,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming,2070,8.91665
114,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming,2075,9.70919
115,1975$/GJ,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",Africa_Western,H2 central production,gas,natural gas steam reforming,2080,10.6356
