,Units,scenario,region,sector,subsector,technology,Year,value
553,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,gas,natural gas steam reforming CCS,2015,4.60836
554,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,gas,natural gas steam reforming CCS,2020,7992.41
555,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,gas,natural gas steam reforming CCS,2025,7992.46
556,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,gas,natural gas steam reforming CCS,2030,8080.21
557,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,gas,natural gas steam reforming CCS,2035,8080.24
558,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,gas,natural gas steam reforming CCS,2040,8080.33
559,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,gas,natural gas steam reforming CCS,2045,8168.14
560,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,gas,natural gas steam reforming CCS,2050,8168.26
561,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,gas,natural gas steam reforming CCS,2055,8168.36
562,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,gas,natural gas steam reforming CCS,2060,8256.19
563,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,gas,natural gas steam reforming CCS,2065,8256.26
564,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,gas,natural gas steam reforming CCS,2070,8256.34
565,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,gas,natural gas steam reforming CCS,2075,8256.41
566,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,gas,natural gas steam reforming CCS,2080,8256.51
567,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,gas,natural gas steam reforming CCS,2085,8256.61
568,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,gas,natural gas steam reforming CCS,2090,8256.72
569,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,gas,natural gas steam reforming CCS,2095,8256.87
570,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,gas,natural gas steam reforming CCS,2100,8257.02
571,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,nuclear,thermal splitting,2005,8.74444
572,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,nuclear,thermal splitting,2010,8.7564
573,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,nuclear,thermal splitting,2015,8.76732
574,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,nuclear,thermal splitting,2020,8.72725
575,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,nuclear,thermal splitting,2025,8.68832
576,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,nuclear,thermal splitting,2030,8.65101
577,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,nuclear,thermal splitting,2035,8.61564
578,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,nuclear,thermal splitting,2040,8.58208
579,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,nuclear,thermal splitting,2045,8.55068
580,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,nuclear,thermal splitting,2050,8.52121
581,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,nuclear,thermal splitting,2055,8.49355
582,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,nuclear,thermal splitting,2060,8.46807
583,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,nuclear,thermal splitting,2065,8.43839
584,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,nuclear,thermal splitting,2070,8.40717
585,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,nuclear,thermal splitting,2075,8.37739
586,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,nuclear,thermal splitting,2080,8.34864
587,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,nuclear,thermal splitting,2085,8.32079
588,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,nuclear,thermal splitting,2090,8.29356
589,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,nuclear,thermal splitting,2095,8.26677
590,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,nuclear,thermal splitting,2100,8.24007
591,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,solar,electrolysis,2005,25.617
592,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,solar,electrolysis,2010,25.6174
593,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,solar,electrolysis,2015,25.6174
594,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,solar,electrolysis,2020,19.4199
595,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,solar,electrolysis,2025,15.4657
596,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,solar,electrolysis,2030,12.7913
597,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,solar,electrolysis,2035,10.9018
598,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,solar,electrolysis,2040,9.43191
599,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,solar,electrolysis,2045,8.6395
600,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,solar,electrolysis,2050,8.01152
601,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,solar,electrolysis,2055,7.79002
602,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,solar,electrolysis,2060,7.64827
603,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,solar,electrolysis,2065,7.51143
604,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,solar,electrolysis,2070,7.43978
605,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,solar,electrolysis,2075,7.41503
606,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,solar,electrolysis,2080,7.41329
607,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,solar,electrolysis,2085,7.41152
608,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,solar,electrolysis,2090,7.40985
609,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,solar,electrolysis,2095,7.40985
610,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,solar,electrolysis,2100,7.40806
611,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,wind,electrolysis,2005,12.9881
612,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,wind,electrolysis,2010,13.2049
613,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,wind,electrolysis,2015,13.6349
614,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,wind,electrolysis,2020,12.3539
615,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,wind,electrolysis,2025,11.2224
616,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,wind,electrolysis,2030,10.267
617,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,wind,electrolysis,2035,9.41956
618,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,wind,electrolysis,2040,8.66203
619,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,wind,electrolysis,2045,8.1676
620,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,wind,electrolysis,2050,7.73041
621,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,wind,electrolysis,2055,7.51375
622,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,wind,electrolysis,2060,7.33391
623,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,wind,electrolysis,2065,7.19998
624,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,wind,electrolysis,2070,7.1102
625,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,wind,electrolysis,2075,7.09763
626,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,wind,electrolysis,2080,7.09042
627,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,wind,electrolysis,2085,7.07927
628,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,wind,electrolysis,2090,7.076
629,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,wind,electrolysis,2095,7.06517
630,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 central production,wind,electrolysis,2100,7.04969
631,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,H2 delivery,H2 delivery,2020,11.2287
632,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,H2 delivery,H2 delivery,2025,11.2949
633,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,H2 delivery,H2 delivery,2030,7.78694
634,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,H2 delivery,H2 delivery,2035,7.83285
635,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,H2 delivery,H2 delivery,2040,7.95175
636,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,H2 delivery,H2 delivery,2045,7.98067
637,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,H2 delivery,H2 delivery,2050,8.12039
638,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,H2 delivery,H2 delivery,2055,8.21472
639,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,H2 delivery,H2 delivery,2060,8.24048
640,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,H2 delivery,H2 delivery,2065,8.28639
641,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,H2 delivery,H2 delivery,2070,8.35024
642,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,H2 delivery,H2 delivery,2075,8.39299
643,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,H2 delivery,H2 delivery,2080,8.46742
644,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,H2 delivery,H2 delivery,2085,8.5424
645,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,H2 delivery,H2 delivery,2090,8.61525
646,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,H2 delivery,H2 delivery,2095,8.71506
647,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,H2 delivery,H2 delivery,2100,8.78859
648,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,forecourt production,electrolysis,2005,19.3639
649,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,forecourt production,electrolysis,2010,22.237
650,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,forecourt production,electrolysis,2015,21.5849
651,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,forecourt production,electrolysis,2020,19.4445
652,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,forecourt production,electrolysis,2025,18.0476
653,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,forecourt production,electrolysis,2030,16.6472
654,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,forecourt production,electrolysis,2035,15.6318
655,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,forecourt production,electrolysis,2040,14.9198
656,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,forecourt production,electrolysis,2045,14.2349
657,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,forecourt production,electrolysis,2050,13.8506
658,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,forecourt production,electrolysis,2055,13.5353
659,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,forecourt production,electrolysis,2060,13.1884
660,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,forecourt production,electrolysis,2065,12.9344
661,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,forecourt production,electrolysis,2070,12.7591
662,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,forecourt production,electrolysis,2075,12.6854
663,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,forecourt production,electrolysis,2080,12.6745
664,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,forecourt production,electrolysis,2085,12.6591
665,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,forecourt production,electrolysis,2090,12.6296
666,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,forecourt production,electrolysis,2095,12.5808
667,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 industrial,forecourt production,electrolysis,2100,12.5576
668,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 liquid truck,H2 liquid truck,H2 liquid truck,2005,6.94096
669,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 liquid truck,H2 liquid truck,H2 liquid truck,2010,7.43103
670,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 liquid truck,H2 liquid truck,H2 liquid truck,2015,7.3212
671,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 liquid truck,H2 liquid truck,H2 liquid truck,2020,11.7341
672,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 liquid truck,H2 liquid truck,H2 liquid truck,2025,11.7263
673,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 liquid truck,H2 liquid truck,H2 liquid truck,2030,11.4821
674,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 liquid truck,H2 liquid truck,H2 liquid truck,2035,11.2899
675,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 liquid truck,H2 liquid truck,H2 liquid truck,2040,11.2136
676,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 liquid truck,H2 liquid truck,H2 liquid truck,2045,11.0901
677,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 liquid truck,H2 liquid truck,H2 liquid truck,2050,11.1003
678,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 liquid truck,H2 liquid truck,H2 liquid truck,2055,11.0698
679,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 liquid truck,H2 liquid truck,H2 liquid truck,2060,10.977
680,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 liquid truck,H2 liquid truck,H2 liquid truck,2065,10.9733
681,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 liquid truck,H2 liquid truck,H2 liquid truck,2070,10.9866
682,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 liquid truck,H2 liquid truck,H2 liquid truck,2075,10.9819
683,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 liquid truck,H2 liquid truck,H2 liquid truck,2080,11.0156
684,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 liquid truck,H2 liquid truck,H2 liquid truck,2085,11.0501
685,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 liquid truck,H2 liquid truck,H2 liquid truck,2090,11.0819
686,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 liquid truck,H2 liquid truck,H2 liquid truck,2095,11.1374
687,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 liquid truck,H2 liquid truck,H2 liquid truck,2100,11.1727
688,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 pipeline,H2 pipeline,H2 pipeline,2005,6.17283
689,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 pipeline,H2 pipeline,H2 pipeline,2010,6.20321
690,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 pipeline,H2 pipeline,H2 pipeline,2015,6.19631
691,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 pipeline,H2 pipeline,H2 pipeline,2020,10.8313
692,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 pipeline,H2 pipeline,H2 pipeline,2025,10.9442
693,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 pipeline,H2 pipeline,H2 pipeline,2030,6.96291
694,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 pipeline,H2 pipeline,H2 pipeline,2035,7.00653
695,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 pipeline,H2 pipeline,H2 pipeline,2040,7.11762
696,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 pipeline,H2 pipeline,H2 pipeline,2045,7.14806
697,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 pipeline,H2 pipeline,H2 pipeline,2050,7.27984
698,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 pipeline,H2 pipeline,H2 pipeline,2055,7.3716
699,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 pipeline,H2 pipeline,H2 pipeline,2060,7.40157
700,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 pipeline,H2 pipeline,H2 pipeline,2065,7.44668
701,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 pipeline,H2 pipeline,H2 pipeline,2070,7.50865
702,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 pipeline,H2 pipeline,H2 pipeline,2075,7.5513
703,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 pipeline,H2 pipeline,H2 pipeline,2080,7.62296
704,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 pipeline,H2 pipeline,H2 pipeline,2085,7.69542
705,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 pipeline,H2 pipeline,H2 pipeline,2090,7.76626
706,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 pipeline,H2 pipeline,H2 pipeline,2095,7.86274
707,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 pipeline,H2 pipeline,H2 pipeline,2100,7.93464
708,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 retail delivery,H2 retail delivery,H2 retail delivery,2005,1.25
709,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 retail delivery,H2 retail delivery,H2 retail delivery,2010,1.25
710,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 retail delivery,H2 retail delivery,H2 retail delivery,2015,1.25
711,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 retail delivery,H2 retail delivery,H2 retail delivery,2020,12.4787
712,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 retail delivery,H2 retail delivery,H2 retail delivery,2025,12.5449
713,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 retail delivery,H2 retail delivery,H2 retail delivery,2030,9.03694
714,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 retail delivery,H2 retail delivery,H2 retail delivery,2035,9.08285
715,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 retail delivery,H2 retail delivery,H2 retail delivery,2040,9.20175
716,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 retail delivery,H2 retail delivery,H2 retail delivery,2045,9.23067
717,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 retail delivery,H2 retail delivery,H2 retail delivery,2050,9.37039
718,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 retail delivery,H2 retail delivery,H2 retail delivery,2055,9.46472
719,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 retail delivery,H2 retail delivery,H2 retail delivery,2060,9.49048
720,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 retail delivery,H2 retail delivery,H2 retail delivery,2065,9.53639
721,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 retail delivery,H2 retail delivery,H2 retail delivery,2070,9.60024
722,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 retail delivery,H2 retail delivery,H2 retail delivery,2075,9.64299
723,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 retail delivery,H2 retail delivery,H2 retail delivery,2080,9.71742
724,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 retail delivery,H2 retail delivery,H2 retail delivery,2085,9.7924
725,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 retail delivery,H2 retail delivery,H2 retail delivery,2090,9.86525
726,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 retail delivery,H2 retail delivery,H2 retail delivery,2095,9.96506
727,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 retail delivery,H2 retail delivery,H2 retail delivery,2100,10.0386
728,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,2005,1.25
729,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,2010,1.25
730,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,2015,1.25
731,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,2020,16.1719
732,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,2025,16.1886
733,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,2030,15.4681
734,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,2035,15.3818
735,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,2040,15.391
736,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,2045,15.2784
737,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,2050,15.2787
738,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,2055,15.2455
739,1975$/GJ,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",Brazil,H2 retail dispensing,H2 retail dispensing,H2 retail dispensing,2060,15.1526
