,region,sector,Year,value
177,Brazil,agricultural energy use,2060,0.022435629999999998
178,Brazil,agricultural energy use,2065,0.022072750000000002
179,Brazil,agricultural energy use,2070,0.021550279999999998
180,Brazil,agricultural energy use,2075,0.020968689999999998
181,Brazil,agricultural energy use,2080,0.02032029
182,Brazil,agricultural energy use,2085,0.01965894
183,Brazil,agricultural energy use,2090,0.019026679999999997
184,Brazil,agricultural energy use,2095,0.01840389
185,Brazil,agricultural energy use,2100,0.0178199
186,Brazil,building,2025,8.677231e-06
187,Brazil,building,2030,9.42301e-05
188,Brazil,building,2035,0.00015307234
189,Brazil,building,2040,0.00022218472
190,Brazil,building,2045,0.00030217074
191,Brazil,building,2050,0.00038322782999999997
192,Brazil,building,2055,0.00041036489
193,Brazil,building,2060,0.00043934556
194,Brazil,building,2065,0.0004668615100000001
195,Brazil,building,2070,0.00049042832
196,Brazil,building,2075,0.00050975528
197,Brazil,building,2080,0.00052396353
198,Brazil,building,2085,0.0005277761199999999
199,Brazil,building,2090,0.00052291051
200,Brazil,building,2095,0.00051199231
201,Brazil,building,2100,0.00050177982
202,Brazil,chemical energy use,2055,0.0023326
203,Brazil,chemical energy use,2060,0.00506038
204,Brazil,chemical energy use,2065,0.0077307
205,Brazil,chemical energy use,2070,0.00995202
206,Brazil,chemical energy use,2075,0.01142194
207,Brazil,chemical energy use,2080,0.012223578999999998
208,Brazil,chemical energy use,2085,0.012695956000000001
209,Brazil,chemical energy use,2090,0.0129988728
210,Brazil,chemical energy use,2095,0.0131730727
211,Brazil,chemical energy use,2100,0.01329063929
212,Brazil,construction energy use,2025,4.80484e-05
213,Brazil,construction energy use,2030,0.00016904209999999998
214,Brazil,construction energy use,2035,0.00037499720000000003
215,Brazil,construction energy use,2040,0.00065078385
216,Brazil,construction energy use,2045,0.0009545604
217,Brazil,construction energy use,2050,0.0012558832
218,Brazil,construction energy use,2055,0.0014922942
219,Brazil,construction energy use,2060,0.001671002
220,Brazil,construction energy use,2065,0.0018091140000000001
221,Brazil,construction energy use,2070,0.001922865
222,Brazil,construction energy use,2075,0.0020217
223,Brazil,construction energy use,2080,0.002105326
224,Brazil,construction energy use,2085,0.0021767009999999996
225,Brazil,construction energy use,2090,0.002238572
226,Brazil,construction energy use,2095,0.002291201
227,Brazil,construction energy use,2100,0.0023394089999999998
228,Brazil,industry,2025,0.0008654450000000001
229,Brazil,industry,2030,0.0027941694
230,Brazil,industry,2035,0.004609697299999999
231,Brazil,industry,2040,0.005904652409999999
232,Brazil,industry,2045,0.0071098589
233,Brazil,industry,2050,0.008160136
234,Brazil,industry,2055,0.0087788542
235,Brazil,industry,2060,0.00901089
236,Brazil,industry,2065,0.008984942000000001
237,Brazil,industry,2070,0.008779213000000001
238,Brazil,industry,2075,0.008494894999999999
239,Brazil,industry,2080,0.008164893999999999
240,Brazil,industry,2085,0.007800540999999999
241,Brazil,industry,2090,0.007407323999999999
242,Brazil,industry,2095,0.007001829
243,Brazil,industry,2100,0.006563665000000001
244,Brazil,mining energy use,2025,0.000377219
245,Brazil,mining energy use,2030,0.0012980609999999999
246,Brazil,mining energy use,2035,0.0024355419999999997
247,Brazil,mining energy use,2040,0.0032968801
248,Brazil,mining energy use,2045,0.004177798
249,Brazil,mining energy use,2050,0.004834094000000001
250,Brazil,mining energy use,2055,0.005114716
251,Brazil,mining energy use,2060,0.005161644999999999
252,Brazil,mining energy use,2065,0.005093395
253,Brazil,mining energy use,2070,0.004976498
254,Brazil,mining energy use,2075,0.004845406
255,Brazil,mining energy use,2080,0.0047005269999999995
256,Brazil,mining energy use,2085,0.0045527269999999995
257,Brazil,mining energy use,2090,0.004408749
258,Brazil,mining energy use,2095,0.004266363
259,Brazil,mining energy use,2100,0.004130583
260,Brazil,other industrial energy use,2025,0.0005509499999999999
261,Brazil,other industrial energy use,2030,0.003481573
262,Brazil,other industrial energy use,2035,0.009651744
263,Brazil,other industrial energy use,2040,0.017695547
264,Brazil,other industrial energy use,2045,0.024594157000000002
265,Brazil,other industrial energy use,2050,0.030783581999999997
266,Brazil,other industrial energy use,2055,0.03786260782999999
267,Brazil,other industrial energy use,2060,0.04597285310999999
268,Brazil,other industrial energy use,2065,0.05422660510000001
269,Brazil,other industrial energy use,2070,0.061582238500000004
270,Brazil,other industrial energy use,2075,0.0683762689
271,Brazil,other industrial energy use,2080,0.0748913191
272,Brazil,other industrial energy use,2085,0.08111708699999999
273,Brazil,other industrial energy use,2090,0.08699390239999999
274,Brazil,other industrial energy use,2095,0.09223697200000001
275,Brazil,other industrial energy use,2100,0.0971563134
276,Brazil,process heat cement,2025,5.72472e-05
277,Brazil,process heat cement,2030,0.00040725978999999997
278,Brazil,process heat cement,2035,0.00100522458
279,Brazil,process heat cement,2040,0.00135677172
280,Brazil,process heat cement,2045,0.00126245002
281,Brazil,process heat cement,2050,0.001564652267
282,Brazil,process heat cement,2055,0.002101627547
283,Brazil,process heat cement,2060,0.0024731122988
284,Brazil,process heat cement,2065,0.002496657296
285,Brazil,process heat cement,2070,0.00230230637
286,Brazil,process heat cement,2075,0.00221786938
287,Brazil,process heat cement,2080,0.00222054722
288,Brazil,process heat cement,2085,0.0021927404400000003
289,Brazil,process heat cement,2090,0.00209677891
290,Brazil,process heat cement,2095,0.00198754142
291,Brazil,process heat cement,2100,0.00190583621
292,Brazil,transport,2025,0.010383534699999999
293,Brazil,transport,2030,0.04785192611
294,Brazil,transport,2035,0.0880557745408
295,Brazil,transport,2040,0.12379885106
296,Brazil,transport,2045,0.15143355389999996
297,Brazil,transport,2050,0.179626484
298,Brazil,transport,2055,0.20195093099999997
299,Brazil,transport,2060,0.220701706
300,Brazil,transport,2065,0.23587317400000002
301,Brazil,transport,2070,0.24725987000000002
302,Brazil,transport,2075,0.25598489999999996
303,Brazil,transport,2080,0.26179360999999995
304,Brazil,transport,2085,0.26631989
305,Brazil,transport,2090,0.2703764800000001
306,Brazil,transport,2095,0.27348095
307,Brazil,transport,2100,0.2759672
308,China,N fertilizer,2025,0.00144006
309,China,N fertilizer,2030,0.01258659
310,China,N fertilizer,2035,0.04511018
311,China,N fertilizer,2040,0.08815851999999999
312,China,N fertilizer,2045,0.11796346500000002
313,China,N fertilizer,2050,0.13865350799999998
314,China,N fertilizer,2055,0.1562947298
315,China,N fertilizer,2060,0.16937537800000002
316,China,N fertilizer,2065,0.17543274099999998
317,China,N fertilizer,2070,0.174666543
318,China,N fertilizer,2075,0.16988808300000002
319,China,N fertilizer,2080,0.162878185
320,China,N fertilizer,2085,0.15490595100000001
321,China,N fertilizer,2090,0.146628364
322,China,N fertilizer,2095,0.138260509
323,China,N fertilizer,2100,0.12918432
324,China,agricultural energy use,2025,0.00457982
325,China,agricultural energy use,2030,0.01656242
326,China,agricultural energy use,2035,0.03058145
327,China,agricultural energy use,2040,0.03938329
328,China,agricultural energy use,2045,0.04705788
329,China,agricultural energy use,2050,0.05116825
330,China,agricultural energy use,2055,0.05156273
331,China,agricultural energy use,2060,0.05007246
332,China,agricultural energy use,2065,0.04761417999999999
333,China,agricultural energy use,2070,0.04497158
334,China,agricultural energy use,2075,0.04241233
335,China,agricultural energy use,2080,0.03988258
336,China,agricultural energy use,2085,0.037449590000000005
337,China,agricultural energy use,2090,0.035249520000000006
338,China,agricultural energy use,2095,0.03322142
339,China,agricultural energy use,2100,0.03156182
340,China,building,2025,0.002572946
341,China,building,2030,0.03592132
342,China,building,2035,0.06293602000000001
343,China,building,2040,0.09485969
344,China,building,2045,0.12751454
345,China,building,2050,0.15559605999999998
346,China,building,2055,0.1562239
347,China,building,2060,0.1566872
348,China,building,2065,0.15920020000000001
349,China,building,2070,0.1569678
350,China,building,2075,0.15190728
351,China,building,2080,0.14741042999999998
352,China,building,2085,0.13915515
353,China,building,2090,0.12647856999999998
354,China,building,2095,0.11155645
355,China,building,2100,0.08911047
356,China,chemical energy use,2055,0.00735403
357,China,chemical energy use,2060,0.01561982
358,China,chemical energy use,2065,0.023465109999999997
359,China,chemical energy use,2070,0.02955133
360,China,chemical energy use,2075,0.03278731
361,China,chemical energy use,2080,0.03348343
362,China,chemical energy use,2085,0.033066098
363,China,chemical energy use,2090,0.0322758369
364,China,chemical energy use,2095,0.031167173100000004
