,Year,region,mode,technology,value
141,2045,India,International Aviation,BEV,4.19436e-06
142,2045,India,International Aviation,Hydrogen,4.23133e-05
143,2045,India,International Aviation,Liquids,0.484088
144,2045,South Asia,Domestic Aviation,BEV,0.0002331295
145,2045,South Asia,Domestic Aviation,Hydrogen,0.0001900941
146,2045,South Asia,Domestic Aviation,Liquids,0.029311200000000003
147,2045,South Asia,International Aviation,BEV,1.970214e-06
148,2045,South Asia,International Aviation,Hydrogen,1.5818950000000002e-05
149,2045,South Asia,International Aviation,Liquids,0.268136
150,2050,Africa_Western,Domestic Aviation,BEV,0.010404
151,2050,Africa_Western,Domestic Aviation,Hydrogen,0.0101977
152,2050,Africa_Western,Domestic Aviation,Liquids,0.46939
153,2050,Africa_Western,International Aviation,BEV,1.66344e-05
154,2050,Africa_Western,International Aviation,Hydrogen,0.000199342
155,2050,Africa_Western,International Aviation,Liquids,0.265496
156,2050,Brazil,Domestic Aviation,BEV,0.00569944
157,2050,Brazil,Domestic Aviation,Hydrogen,0.00462732
158,2050,Brazil,Domestic Aviation,Liquids,0.216766
159,2050,Brazil,International Aviation,BEV,1.64955e-05
160,2050,Brazil,International Aviation,Hydrogen,0.000166699
161,2050,Brazil,International Aviation,Liquids,0.218074
162,2050,China,Domestic Aviation,BEV,0.0982843
163,2050,China,Domestic Aviation,Hydrogen,0.0827038
164,2050,China,Domestic Aviation,Liquids,3.38358
165,2050,China,International Aviation,BEV,9.94299e-05
166,2050,China,International Aviation,Hydrogen,0.00103408
167,2050,China,International Aviation,Liquids,1.13875
168,2050,India,Domestic Aviation,BEV,0.0255493
169,2050,India,Domestic Aviation,Hydrogen,0.0311251
170,2050,India,Domestic Aviation,Liquids,1.27494
171,2050,India,International Aviation,BEV,3.45078e-05
172,2050,India,International Aviation,Hydrogen,0.000500726
173,2050,India,International Aviation,Liquids,0.569043
174,2050,South Asia,Domestic Aviation,BEV,0.000666871
175,2050,South Asia,Domestic Aviation,Hydrogen,0.000631625
176,2050,South Asia,Domestic Aviation,Liquids,0.037637699999999996
177,2050,South Asia,International Aviation,BEV,1.687872e-05
178,2050,South Asia,International Aviation,Hydrogen,0.0001993338
179,2050,South Asia,International Aviation,Liquids,0.32799100000000003
180,2055,Africa_Western,Domestic Aviation,BEV,0.0246687
181,2055,Africa_Western,Domestic Aviation,Hydrogen,0.0242925
182,2055,Africa_Western,Domestic Aviation,Liquids,0.615768
183,2055,Africa_Western,International Aviation,BEV,3.83006e-05
184,2055,Africa_Western,International Aviation,Hydrogen,0.000460896
185,2055,Africa_Western,International Aviation,Liquids,0.337549
186,2055,Brazil,Domestic Aviation,BEV,0.0108588
187,2055,Brazil,Domestic Aviation,Hydrogen,0.00861848
188,2055,Brazil,Domestic Aviation,Liquids,0.219157
189,2055,Brazil,International Aviation,BEV,3.2652e-05
190,2055,Brazil,International Aviation,Hydrogen,0.000323347
191,2055,Brazil,International Aviation,Liquids,0.229632
192,2055,China,Domestic Aviation,BEV,0.178481
193,2055,China,Domestic Aviation,Hydrogen,0.152317
194,2055,China,Domestic Aviation,Liquids,3.3369
195,2055,China,International Aviation,BEV,0.000186984
196,2055,China,International Aviation,Hydrogen,0.00196934
197,2055,China,International Aviation,Liquids,1.163
198,2055,India,Domestic Aviation,BEV,0.0550372
199,2055,India,Domestic Aviation,Hydrogen,0.0649348
200,2055,India,Domestic Aviation,Liquids,1.49935
201,2055,India,International Aviation,BEV,7.31737e-05
202,2055,India,International Aviation,Hydrogen,0.00103179
203,2055,India,International Aviation,Liquids,0.658393
204,2055,South Asia,Domestic Aviation,BEV,0.0015204440000000001
205,2055,South Asia,Domestic Aviation,Hydrogen,0.001423602
206,2055,South Asia,Domestic Aviation,Liquids,0.046951099999999996
207,2055,South Asia,International Aviation,BEV,3.73892e-05
208,2055,South Asia,International Aviation,Hydrogen,0.00043719
209,2055,South Asia,International Aviation,Liquids,0.39694799999999997
210,2060,Africa_Western,Domestic Aviation,BEV,0.0525765
211,2060,Africa_Western,Domestic Aviation,Hydrogen,0.0521846
212,2060,Africa_Western,Domestic Aviation,Liquids,0.772907
213,2060,Africa_Western,International Aviation,BEV,8.15329e-05
214,2060,Africa_Western,International Aviation,Hydrogen,0.000988072
215,2060,Africa_Western,International Aviation,Liquids,0.423129
216,2060,Brazil,Domestic Aviation,BEV,0.0184765
217,2060,Brazil,Domestic Aviation,Hydrogen,0.0143625
218,2060,Brazil,Domestic Aviation,Liquids,0.214657
219,2060,Brazil,International Aviation,BEV,5.91405e-05
220,2060,Brazil,International Aviation,Hydrogen,0.000574861
221,2060,Brazil,International Aviation,Liquids,0.239968
222,2060,China,Domestic Aviation,BEV,0.290844
223,2060,China,Domestic Aviation,Hydrogen,0.24854
224,2060,China,Domestic Aviation,Liquids,3.16063
225,2060,China,International Aviation,BEV,0.000324481
226,2060,China,International Aviation,Hydrogen,0.00342157
227,2060,China,International Aviation,Liquids,1.17454
228,2060,India,Domestic Aviation,BEV,0.106086
229,2060,India,Domestic Aviation,Hydrogen,0.120955
230,2060,India,Domestic Aviation,Liquids,1.68503
231,2060,India,International Aviation,BEV,0.000142691
232,2060,India,International Aviation,Hydrogen,0.00195134
233,2060,India,International Aviation,Liquids,0.749257
234,2060,South Asia,Domestic Aviation,BEV,0.00311762
235,2060,South Asia,Domestic Aviation,Hydrogen,0.0028889700000000003
236,2060,South Asia,Domestic Aviation,Liquids,0.0565346
237,2060,South Asia,International Aviation,BEV,7.61255e-05
238,2060,South Asia,International Aviation,Hydrogen,0.000882094
239,2060,South Asia,International Aviation,Liquids,0.474595
240,2065,Africa_Western,Domestic Aviation,BEV,0.0974418
241,2065,Africa_Western,Domestic Aviation,Hydrogen,0.0976681
242,2065,Africa_Western,Domestic Aviation,Liquids,0.931449
243,2065,Africa_Western,International Aviation,BEV,0.000154223
244,2065,Africa_Western,International Aviation,Hydrogen,0.00188541
245,2065,Africa_Western,International Aviation,Liquids,0.521036
246,2065,Brazil,Domestic Aviation,BEV,0.0273561
247,2065,Brazil,Domestic Aviation,Hydrogen,0.0209904
248,2065,Brazil,Domestic Aviation,Liquids,0.205919
249,2065,Brazil,International Aviation,BEV,9.44516e-05
250,2065,Brazil,International Aviation,Hydrogen,0.000907484
251,2065,Brazil,International Aviation,Liquids,0.248688
252,2065,China,Domestic Aviation,BEV,0.417297
253,2065,China,Domestic Aviation,Hydrogen,0.344334
254,2065,China,Domestic Aviation,Liquids,2.92732
255,2065,China,International Aviation,BEV,0.000501868
256,2065,China,International Aviation,Hydrogen,0.00512872
257,2065,China,International Aviation,Liquids,1.17489
258,2065,India,Domestic Aviation,BEV,0.179005
259,2065,India,Domestic Aviation,Hydrogen,0.195938
260,2065,India,Domestic Aviation,Liquids,1.83504
261,2065,India,International Aviation,BEV,0.000247262
262,2065,India,International Aviation,Hydrogen,0.00326021
263,2065,India,International Aviation,Liquids,0.839573
264,2065,South Asia,Domestic Aviation,BEV,0.00558771
