,region,biomass,fossil fuel,industry,refined liquid
0,Africa_Western,4.371035394,18.727368254100003,28.435081247663746,4.104019426000001
1,Brazil,4.273725936000001,13.171216212,52.605688673,4.397508960000001
2,China,37.50358122,61.94328189999999,567.887932413,0.39938982800000006
3,India,16.905316304999996,21.607497897000002,98.60478932523701,4.802265994000001
4,South Asia,1.5410594505900002,4.158649718525999,14.867109964424642,1.1024293893000001
