,region,biomass,fossil fuel,industry,refined liquid
0,Africa_Western,6.8073946126700005,18.036429830877,224.57348846630407,3.8914614269999994
1,Brazil,1.5503266585,7.781528131000002,114.2109345653,1.9076158399999998
2,China,50.42879318,152.77117729999998,816.2623145929001,0.2301460457
3,India,72.50328769960001,99.74917534159998,398.681200449642,5.866988967
4,South Asia,7.15144066099,6.195386887597101,76.36457486329061,1.5818842643000002
