,sector,region,scenario,Year,value
71,agriculture,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2030,19.651417192606832
72,agriculture,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,18.28194891159676
73,agriculture,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2040,16.864814314174915
74,agriculture,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2045,15.024937602667261
75,agriculture,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2050,13.293765261339887
76,agriculture,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2055,12.38955537255627
77,agriculture,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,11.995904621766057
78,agriculture,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2065,11.834564314450379
79,agriculture,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2070,11.776018749667683
80,agriculture,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2075,11.733972338621902
81,agriculture,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,11.683790990532168
82,agriculture,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,11.603934072519644
83,agriculture,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2090,11.491290140880404
84,agriculture,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,11.343623840814134
85,agriculture,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,11.19859895589621
86,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2005,249.2980707789829
87,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2010,283.9588400757643
88,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2015,326.0731273381319
89,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2020,337.8628500459472
90,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2025,340.23275049010635
91,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2030,328.7989589478009
92,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,299.8701752761309
93,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2040,267.23339941626176
94,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2045,243.77965712590697
95,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2050,226.05348918833243
96,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2055,209.8635999824205
97,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,194.99444310980888
98,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2065,182.06510156269044
99,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2070,171.44447778348922
100,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2075,162.2338745836965
101,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,154.46796454066134
102,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,147.71105930699153
103,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2090,141.82734216244432
104,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,136.64476002307552
105,agriculture,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,132.51742327848777
106,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2005,62.89992879174409
107,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2010,68.57306998827005
108,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2015,74.2048131373471
109,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2020,77.81817026596282
110,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2025,81.2785342629963
111,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2030,81.17941377520141
112,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,76.822547757752
113,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2040,70.35551117959119
114,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2045,64.80744272786015
115,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2050,60.63303162636687
116,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2055,58.15612337552506
117,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,56.99927225972755
118,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2065,56.51501961555322
119,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2070,56.28045142635326
120,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2075,55.62961217801252
121,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,54.7430378353637
122,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,53.85870976983844
123,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2090,53.09531268360481
124,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,52.37037823054031
125,agriculture,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,51.734052169763025
126,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2005,5.0768607676825415
127,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2010,4.676793725449533
128,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2015,4.824736326057531
129,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2020,5.243670201968724
130,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2025,5.430621585583471
131,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2030,5.391967594201283
132,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,5.2088896360799115
133,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2040,5.01257691357337
134,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2045,4.745775326775632
135,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2050,4.474896661350536
136,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2055,4.333487178775718
137,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,4.300000772603348
138,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2065,4.312467209058163
139,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2070,4.330833710987609
140,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2075,4.344852875700981
141,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,4.343587344510584
142,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,4.343012167358096
143,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2090,4.342601294870283
144,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,4.344252473142033
145,agriculture,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,4.3639042625301245
146,building,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2005,48.888582086912095
147,building,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2010,48.307076159141474
148,building,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2015,52.820299291410734
149,building,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2020,68.62938697256446
150,building,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2025,78.57203642178655
151,building,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2030,100.95864743592594
152,building,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,131.52632937817108
153,building,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2040,162.33677656554914
154,building,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2045,195.4010710022979
155,building,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2050,241.1804196310989
156,building,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2055,282.2004939307189
157,building,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,318.1923670677628
158,building,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2065,340.59456870821236
159,building,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2070,349.1684182289665
160,building,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2075,343.8064956662396
161,building,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,331.1430873227012
162,building,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,318.39719215449054
163,building,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2090,304.1930546457282
164,building,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,288.2362865682869
165,building,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,273.1891509811923
166,building,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2005,87.03638656916935
167,building,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2010,86.64298953842604
168,building,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2015,86.87181857800634
169,building,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2020,71.29965314758816
170,building,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2025,66.46436062584459
171,building,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2030,62.78298521051665
172,building,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,61.3215161198978
173,building,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2040,58.46783883460562
174,building,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2045,53.07276402072567
175,building,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2050,48.34428442139914
176,building,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2055,44.951008067194934
177,building,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,42.99882210183152
178,building,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2065,41.61324499067539
179,building,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2070,41.00943897843911
180,building,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2075,40.52824748703056
181,building,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,40.21771919788415
182,building,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,39.60721598123479
183,building,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2090,38.46727161550021
184,building,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,36.759417820853955
185,building,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,35.25086530385794
186,building,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2005,2062.1509701607647
187,building,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2010,2350.565529807089
188,building,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2015,2816.1615971948595
189,building,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2020,3236.251988528136
190,building,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2025,3471.16003133825
191,building,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2030,3488.9141818115972
192,building,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,3459.1584727035015
193,building,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2040,3395.5618548009106
194,building,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2045,3286.440863449264
195,building,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2050,3138.3195046131377
196,building,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2055,2962.2259188253242
197,building,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,2803.8616476171683
198,building,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2065,2640.4161213801017
199,building,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2070,2487.8249105857417
200,building,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2075,2348.2648615823437
201,building,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,2242.900045986274
202,building,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,2134.30135351991
203,building,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2090,2036.985587834921
204,building,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,1954.6835605058977
205,building,China,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,1952.9958220911094
206,building,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2005,475.6342652696412
207,building,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2010,594.3772374847018
208,building,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2015,618.5895569848245
209,building,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2020,750.776687012302
210,building,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2025,823.2355337068615
211,building,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2030,826.4721533874281
212,building,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,839.5610685784428
213,building,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2040,837.5850373902827
214,building,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2045,820.8063026597287
215,building,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2050,806.2145005569656
216,building,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2055,777.4192729936849
217,building,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,734.4628525682497
218,building,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2065,680.0179540456465
219,building,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2070,619.9640433202154
220,building,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2075,543.8454815190762
221,building,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,486.51388357263215
222,building,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,441.82202723551444
223,building,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2090,403.0725783167589
224,building,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,364.98985841444494
225,building,India,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,332.6076212329544
226,building,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2005,33.7786029270783
227,building,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2010,39.569879251096054
228,building,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2015,50.31789648956927
229,building,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2020,61.03442310624464
230,building,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2025,72.93182966465531
231,building,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2030,87.17834423040823
232,building,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,101.65547691502053
233,building,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2040,118.00352040575576
234,building,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2045,137.74326424900096
235,building,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2050,157.802350521509
236,building,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2055,180.03490545524647
237,building,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,204.4190433078189
238,building,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2065,226.6821273794138
239,building,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2070,247.25819170565669
240,building,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2075,269.50281551408176
241,building,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,289.49548475992583
242,building,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,310.0130243310527
243,building,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2090,329.42843126018823
244,building,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,346.63697631336044
245,building,South Asia,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,371.1281374882778
246,electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2005,4.356010428557599
247,electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2010,6.082241777568956
248,electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2015,7.712051560376035
249,electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2020,11.978384273425151
250,electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2025,16.561549213593022
251,electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2030,25.941800329391636
252,electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,38.988064701973414
253,electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2040,56.916583745558796
254,electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2045,81.57610868535657
255,electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2050,115.19721025116448
256,electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2055,154.11462374175127
257,electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2060,200.04503118023567
258,electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2065,248.8677313448512
259,electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2070,301.1603281686347
260,electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2075,353.34637830277774
261,electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2080,403.51757205072954
262,electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2085,451.2105788054827
263,electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2090,493.6883522432983
264,electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2095,528.2013904528537
265,electricity,Africa_Western,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2100,560.241398945177
266,electricity,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2005,5.380112604898631
267,electricity,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2010,6.727194647212747
268,electricity,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2015,16.515565177469284
269,electricity,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2020,29.75541466681764
270,electricity,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2025,39.782141670573886
271,electricity,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2030,50.0088108302834
272,electricity,Brazil,"GCAM_SSP2,date=2022-3-12T23:02:47+06:015",2035,60.80853828215015
