,sector,region,scenario,Year,value
267,electricity,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2090,107.81502977681038
268,electricity,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2095,-17.05708762677616
269,electricity,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2100,-96.35487078736516
270,electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2005,5.380112604898631
271,electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2010,6.727194647212747
272,electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2015,16.515565177469284
273,electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2020,22.701200232666988
274,electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,1140.7490822077214
275,electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2030,1027.044610743173
276,electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2035,810.5925336678753
277,electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,693.145573509415
278,electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2045,584.1656012857919
279,electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2050,467.5567940092936
280,electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,312.90643068832316
281,electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2060,96.34018547417625
282,electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2065,-215.16130131957675
283,electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2070,-487.9425943623544
284,electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2075,-751.1723401833034
285,electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2080,-984.3959803257203
286,electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2085,-1245.6762686581037
287,electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2090,-1569.2664894113263
288,electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2095,-1888.1569782678162
289,electricity,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2100,-2262.306573833764
290,electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2005,665.0755369250114
291,electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2010,954.5217516829805
292,electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2015,1163.078336551509
293,electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2020,1322.8653447792196
294,electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,65566.97565634447
295,electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2030,56628.74925256648
296,electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2035,42228.75739018534
297,electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,30325.295086182192
298,electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2045,17277.100535574344
299,electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2050,7724.534818688113
300,electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,2142.50512778611
301,electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2060,-976.9205275349686
302,electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2065,-2866.3435464079257
303,electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2070,-3974.932552459167
304,electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2075,-4913.273014692263
305,electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2080,-5618.286435963956
306,electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2085,-6438.146543739637
307,electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2090,-7609.053623930229
308,electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2095,-8723.228208457935
309,electricity,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2100,-9669.008315379187
310,electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2005,160.05087296117136
311,electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2010,224.50227048894538
312,electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2015,303.2761202220087
313,electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2020,370.7145124324576
314,electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,19493.541068758565
315,electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2030,19086.64654326637
316,electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2035,16467.26022863348
317,electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,13617.561553279515
318,electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2045,9667.842773620416
319,electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2050,5819.79717001024
320,electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,3354.843834212873
321,electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2060,1932.4139778427577
322,electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2065,1121.2347126242717
323,electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2070,708.8372282685839
324,electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2075,422.57800856097646
325,electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2080,198.47603479087536
326,electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2085,30.10712497989209
327,electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2090,-81.72720719162032
328,electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2095,-137.2388389275222
329,electricity,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2100,-174.71332937013008
330,electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2005,5.99172851069684
331,electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2010,8.072375046389844
332,electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2015,12.574186066331956
333,electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2020,16.470841408699744
334,electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,726.7283103526635
335,electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2030,616.7187695004806
336,electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2035,506.3619832111778
337,electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,430.2799920432063
338,electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2045,403.6083414884598
339,electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2050,375.22316009610074
340,electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,356.4878224930774
341,electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2060,306.2821860447316
342,electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2065,224.45954831726146
343,electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2070,163.2946440324353
344,electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2075,114.04191756964657
345,electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2080,74.60490003124256
346,electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2085,44.66133672011707
347,electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2090,19.393160028763003
348,electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2095,2.53566464752052
349,electricity,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2100,-7.584840590911592
350,industry,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2005,272.97521060234305
351,industry,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2010,280.7825365616254
352,industry,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2015,391.2503038071265
353,industry,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2020,1229.3024318706466
354,industry,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,1580.7746103655168
355,industry,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2030,2004.4603757905777
356,industry,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2035,2486.850655939501
357,industry,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,3116.937523864097
358,industry,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2045,3876.3718995497256
359,industry,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2050,4651.109254934212
360,industry,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,5368.405040817952
361,industry,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2060,5888.357405487922
362,industry,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2065,6121.081927410848
363,industry,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2070,6046.388482493526
364,industry,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2075,5715.149534968588
365,industry,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2080,5191.487894130457
366,industry,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2085,4549.081233987902
367,industry,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2090,3863.6300451581756
368,industry,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2095,3190.5663163084364
369,industry,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2100,2560.2215211300036
370,industry,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2005,1179.7444068543416
371,industry,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2010,1400.2886171788498
372,industry,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2015,1453.0230132786648
373,industry,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2020,3538.6559513301786
374,industry,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,3604.5867129606495
375,industry,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2030,3251.290921099635
376,industry,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2035,2606.895541267494
377,industry,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,2026.4151902538827
378,industry,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2045,1575.5542844382328
379,industry,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2050,1231.0058117075307
380,industry,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,926.9306111992353
381,industry,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2060,605.5695918516075
382,industry,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2065,173.29692341493222
383,industry,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2070,-314.4280601797445
384,industry,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2075,-629.6470683606108
385,industry,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2080,-842.5444689570378
386,industry,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2085,-978.1408548673535
387,industry,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2090,-1047.6872972380845
388,industry,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2095,-1071.3269564940072
389,industry,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2100,-1064.6200970178852
390,industry,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2005,29134.57851476542
391,industry,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2010,43322.84423249588
392,industry,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2015,44700.958426980935
393,industry,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2020,108949.4784140759
394,industry,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,96327.14581520286
395,industry,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2030,79651.10335385583
396,industry,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2035,61095.71233906114
397,industry,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,47020.69322883741
398,industry,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2045,37657.86199511697
399,industry,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2050,30879.541969679158
400,industry,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,24912.904866823254
401,industry,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2060,18946.096323542057
402,industry,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2065,13242.069892230464
403,industry,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2070,8921.224985126777
404,industry,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2075,5595.713740494518
405,industry,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2080,2566.7673455208283
406,industry,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2085,-378.39139652891464
407,industry,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2090,-2963.565675599156
408,industry,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2095,-5177.981988750369
409,industry,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2100,-6846.551065080604
410,industry,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2005,3212.858380399374
411,industry,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2010,5311.923192195552
412,industry,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2015,6366.151262535371
413,industry,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2020,20232.721200413012
414,industry,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,20559.571261563167
415,industry,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2030,19425.08512320093
416,industry,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2035,18698.693501551403
417,industry,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,18849.49351452405
418,industry,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2045,19026.77807581443
419,industry,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2050,18934.06230980427
420,industry,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,18524.667677880516
421,industry,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2060,17577.490986000175
422,industry,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2065,16197.663726438655
423,industry,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2070,14671.76436113684
424,industry,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2075,13028.215520175658
425,industry,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2080,11365.825582230116
426,industry,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2085,9788.520011877039
427,industry,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2090,8097.12703125486
428,industry,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2095,6415.709026999479
429,industry,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2100,4919.429273988311
430,industry,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2005,147.78012174302816
431,industry,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2010,199.38962441763533
432,industry,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2015,330.5036163075288
433,industry,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2020,994.3168634992261
434,industry,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,1192.9874919211622
435,industry,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2030,1401.760877409305
436,industry,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2035,1537.285515205173
437,industry,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,1647.6540428862568
438,industry,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2045,1802.5168073981888
439,industry,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2050,1914.5835891608738
440,industry,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,1974.069910255097
441,industry,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2060,1969.1387370875836
442,industry,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2065,1905.8861464746228
443,industry,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2070,1804.04992887497
444,industry,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2075,1670.569896771173
445,industry,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2080,1508.6590547000196
446,industry,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2085,1331.5521711672009
447,industry,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2090,1151.4427563782722
448,industry,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2095,978.5452446037134
449,industry,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2100,817.8353978719313
450,transportation,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2005,981.8602110400313
451,transportation,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2010,1176.348051850749
452,transportation,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2015,1646.401706800136
453,transportation,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2020,2336.461117307568
454,transportation,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,2647.1149535298796
455,transportation,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2030,2927.487456598332
456,transportation,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2035,3096.516018794541
457,transportation,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,3243.818893145229
458,transportation,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2045,3539.6481493156366
459,transportation,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2050,3934.4947640311852
460,transportation,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,4392.016357579351
461,transportation,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2060,4759.749311757657
462,transportation,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2065,4940.389236894761
463,transportation,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2070,4850.840874965811
464,transportation,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2075,4722.90745117157
465,transportation,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2080,4574.950570366718
466,transportation,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2085,4366.550451656304
467,transportation,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2090,4101.022367108028
468,transportation,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2095,3802.6660022837186
469,transportation,Africa_Western,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2100,3491.391781254883
470,transportation,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2005,2811.7961986577293
471,transportation,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2010,3577.8584176158256
472,transportation,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2015,4167.351597504205
473,transportation,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2020,4281.272800962216
474,transportation,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,4170.454381365151
475,transportation,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2030,3829.6751860345444
476,transportation,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2035,3487.3299613657578
477,transportation,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,3134.5164137250727
478,transportation,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2045,2729.4396032223863
479,transportation,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2050,2318.876084779241
480,transportation,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,2044.5445372255951
481,transportation,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2060,1766.8343617301307
482,transportation,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2065,1332.9512422591333
483,transportation,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2070,766.4094689977287
484,transportation,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2075,425.98324364950594
485,transportation,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2080,216.90822831226888
486,transportation,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2085,94.52535419443171
487,transportation,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2090,32.93663745537412
488,transportation,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2095,8.096840026753478
489,transportation,Brazil,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2100,3.885041688807716
490,transportation,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2005,8264.351494503524
491,transportation,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2010,12232.176490399444
492,transportation,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2015,16742.69911419151
493,transportation,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2020,20298.972728642977
494,transportation,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,21122.177777446752
495,transportation,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2030,21400.04233001739
496,transportation,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2035,20865.99665598454
497,transportation,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,20178.29255839671
498,transportation,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2045,19133.990589750436
499,transportation,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2050,17594.447145746864
500,transportation,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,16045.718330351147
501,transportation,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2060,14598.38240953768
502,transportation,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2065,13059.524072658047
503,transportation,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2070,11386.503528741014
504,transportation,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2075,9712.278256989099
505,transportation,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2080,8007.5696782124005
506,transportation,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2085,6199.048134453548
507,transportation,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2090,4512.716079820532
508,transportation,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2095,2940.7539588594464
509,transportation,China,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2100,1688.4354089388537
510,transportation,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2005,2151.04979593018
511,transportation,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2010,3558.512002038768
512,transportation,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2015,4912.728087169727
513,transportation,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2020,5370.592733472361
514,transportation,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,5786.6902956058675
515,transportation,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2030,5917.397827875527
516,transportation,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2035,5605.307766851763
517,transportation,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,5247.412928463751
518,transportation,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2045,4979.9740898040645
519,transportation,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2050,4793.2091104766805
520,transportation,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,4739.674703665584
521,transportation,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2060,4597.736870618687
522,transportation,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2065,4356.899503261961
523,transportation,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2070,4107.135293542048
524,transportation,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2075,3963.3295519990043
525,transportation,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2080,3889.2211567672925
526,transportation,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2085,3825.90205712841
527,transportation,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2090,3617.675479880463
528,transportation,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2095,3283.5512340419214
529,transportation,India,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2100,2892.27492925359
530,transportation,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2005,317.9663435443702
531,transportation,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2010,449.9853950425131
532,transportation,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2015,635.6185746529617
533,transportation,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2020,737.6448556829137
534,transportation,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2025,783.1664847031717
535,transportation,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2030,811.4848711037981
536,transportation,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2035,789.084549071878
537,transportation,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2040,754.816159753639
538,transportation,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2045,752.5282567939997
539,transportation,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2050,788.1345078064644
540,transportation,South Asia,"GCAM_SSP1,date=2023-9-2T07:30:56+06:015",2055,855.2024328842954
