,Year,region,mode,technology,value
895,2055,EU-15,aviation,BEV,0.10795408899999999
898,2055,EU-15,rail,BEV,0.00498361
899,2055,EU-15,rail,Electric,0.26070925
900,2055,EU-15,rail,FCEV,0.00789465
903,2055,EU-15,road,BEV,0.585388383452
904,2055,EU-15,road,FCEV,0.37390243208779994
908,2055,EU-15,shipping,BEV,0.01183934
909,2055,EU-15,shipping,FCEV,0.02916101
912,2055,European Free Trade Association,aviation,BEV,0.0080892157
915,2055,European Free Trade Association,rail,BEV,0.000491974
916,2055,European Free Trade Association,rail,Electric,0.019546411
917,2055,European Free Trade Association,rail,FCEV,0.000779387
920,2055,European Free Trade Association,road,BEV,0.022351401147400002
921,2055,European Free Trade Association,road,FCEV,0.014217399357
925,2055,European Free Trade Association,shipping,BEV,0.0031910932
926,2055,European Free Trade Association,shipping,FCEV,0.000638399
929,2055,Russia,aviation,BEV,0.043494036699999995
932,2055,Russia,rail,BEV,0.0571484
933,2055,Russia,rail,Electric,0.24582914
934,2055,Russia,rail,FCEV,0.0580612
937,2055,Russia,road,BEV,0.15836138503000002
938,2055,Russia,road,FCEV,0.06329842590000001
942,2055,Russia,shipping,BEV,0.00546194
943,2055,Russia,shipping,FCEV,0.0237478
946,2055,South Korea,aviation,BEV,0.02111648217
949,2055,South Korea,rail,BEV,0.000195548
950,2055,South Korea,rail,Electric,0.005447615
951,2055,South Korea,rail,FCEV,0.000302293
954,2055,South Korea,road,BEV,0.07072795340999999
955,2055,South Korea,road,FCEV,0.02700491966
959,2055,South Korea,shipping,BEV,0.0012560520000000001
960,2055,South Korea,shipping,FCEV,0.005793342799999999
963,2055,USA,aviation,BEV,0.226390131
966,2055,USA,rail,BEV,0.0780122
967,2055,USA,rail,Electric,0.0879901
968,2055,USA,rail,FCEV,0.0945938
971,2055,USA,road,BEV,2.113321458
972,2055,USA,road,FCEV,0.91253173
976,2055,USA,shipping,BEV,0.027827809999999998
977,2055,USA,shipping,FCEV,0.03502647
980,2060,Australia_NZ,aviation,BEV,0.031033467
983,2060,Australia_NZ,rail,BEV,0.00351984
984,2060,Australia_NZ,rail,Electric,0.032344354
985,2060,Australia_NZ,rail,FCEV,0.00460174
988,2060,Australia_NZ,road,BEV,0.10484483609
989,2060,Australia_NZ,road,FCEV,0.06974830528
993,2060,Australia_NZ,shipping,BEV,0.003083024
994,2060,Australia_NZ,shipping,FCEV,0.0026519509999999996
997,2060,Canada,aviation,BEV,0.0434703802
1000,2060,Canada,rail,BEV,0.00666426
1001,2060,Canada,rail,Electric,0.007279402
1002,2060,Canada,rail,FCEV,0.0083594
1005,2060,Canada,road,BEV,0.166067900494
1006,2060,Canada,road,FCEV,0.08663469181700001
1010,2060,Canada,shipping,BEV,0.0044519111
1011,2060,Canada,shipping,FCEV,0.0014853359999999999
1014,2060,EU-15,aviation,BEV,0.197094823
1017,2060,EU-15,rail,BEV,0.00533652
