,Year,region,mode,technology,value
1354,2075,Canada,aviation,BEV,0.0560761581
1357,2075,Canada,rail,BEV,0.0212616
1358,2075,Canada,rail,Electric,0.006200171
1359,2075,Canada,rail,FCEV,0.0277908
1362,2075,Canada,road,BEV,0.28493781100000004
1363,2075,Canada,road,FCEV,0.16367215140000002
1367,2075,Canada,shipping,BEV,0.0045517727
1368,2075,Canada,shipping,FCEV,0.00353595
1371,2075,EU-15,aviation,BEV,0.26537281700000004
1374,2075,EU-15,rail,BEV,0.0166808
1375,2075,EU-15,rail,Electric,0.2264501
1376,2075,EU-15,rail,FCEV,0.027751
1379,2075,EU-15,road,BEV,1.0731901808320001
1380,2075,EU-15,road,FCEV,0.7446622526189
1384,2075,EU-15,shipping,BEV,0.01622567
1385,2075,EU-15,shipping,FCEV,0.05100937999999999
1388,2075,European Free Trade Association,aviation,BEV,0.0166491034
1391,2075,European Free Trade Association,rail,BEV,0.00129841
1392,2075,European Free Trade Association,rail,Electric,0.01891936
1393,2075,European Free Trade Association,rail,FCEV,0.00214946
1396,2075,European Free Trade Association,road,BEV,0.041461699
1397,2075,European Free Trade Association,road,FCEV,0.0284158153
1401,2075,European Free Trade Association,shipping,BEV,0.0038543372000000003
1402,2075,European Free Trade Association,shipping,FCEV,0.00234097
1405,2075,Russia,aviation,BEV,0.11975513
1408,2075,Russia,rail,BEV,0.0958208
1409,2075,Russia,rail,Electric,0.23369516
1410,2075,Russia,rail,FCEV,0.111936
1413,2075,Russia,road,BEV,0.377353551
1414,2075,Russia,road,FCEV,0.154550126
1418,2075,Russia,shipping,BEV,0.0037337100000000003
1419,2075,Russia,shipping,FCEV,0.02771689
1422,2075,South Korea,aviation,BEV,0.0443964866
1425,2075,South Korea,rail,BEV,0.000977271
1426,2075,South Korea,rail,Electric,0.00670371
1427,2075,South Korea,rail,FCEV,0.00169638
1430,2075,South Korea,road,BEV,0.112109987
1431,2075,South Korea,road,FCEV,0.045362189000000004
1435,2075,South Korea,shipping,BEV,0.001288141
1436,2075,South Korea,shipping,FCEV,0.007990227
1439,2075,USA,aviation,BEV,0.6354031880000001
1442,2075,USA,rail,BEV,0.0932571
1443,2075,USA,rail,Electric,0.0889533
1444,2075,USA,rail,FCEV,0.118584
1447,2075,USA,road,BEV,2.6511722000000004
1448,2075,USA,road,FCEV,1.2940785
1452,2075,USA,shipping,BEV,0.02258141
1453,2075,USA,shipping,FCEV,0.0465952
1456,2080,Australia_NZ,aviation,BEV,0.049523450999999996
1459,2080,Australia_NZ,rail,BEV,0.0110559
1460,2080,Australia_NZ,rail,Electric,0.030126218
1461,2080,Australia_NZ,rail,FCEV,0.0147775
1464,2080,Australia_NZ,road,BEV,0.25766851999999996
1465,2080,Australia_NZ,road,FCEV,0.171570386
1469,2080,Australia_NZ,shipping,BEV,0.0037413789
1470,2080,Australia_NZ,shipping,FCEV,0.0035578199999999997
1473,2080,Canada,aviation,BEV,0.06296653569999999
1476,2080,Canada,rail,BEV,0.0223915
1477,2080,Canada,rail,Electric,0.006344397999999999
1478,2080,Canada,rail,FCEV,0.029294
1481,2080,Canada,road,BEV,0.291120131
1482,2080,Canada,road,FCEV,0.1698706442
1486,2080,Canada,shipping,BEV,0.0049161045
1487,2080,Canada,shipping,FCEV,0.003896124
1490,2080,EU-15,aviation,BEV,0.291282299
1493,2080,EU-15,rail,BEV,0.017383
1494,2080,EU-15,rail,Electric,0.22873319999999997
1495,2080,EU-15,rail,FCEV,0.0289029
1498,2080,EU-15,road,BEV,1.079692844024
1499,2080,EU-15,road,FCEV,0.7577970579921002
1503,2080,EU-15,shipping,BEV,0.016617220000000002
1504,2080,EU-15,shipping,FCEV,0.0504973
1507,2080,European Free Trade Association,aviation,BEV,0.0183414603
1510,2080,European Free Trade Association,rail,BEV,0.00136196
1511,2080,European Free Trade Association,rail,Electric,0.019107069999999997
1512,2080,European Free Trade Association,rail,FCEV,0.00225253
1515,2080,European Free Trade Association,road,BEV,0.04176330289999999
1516,2080,European Free Trade Association,road,FCEV,0.028914088899999996
1520,2080,European Free Trade Association,shipping,BEV,0.0040342973599999995
1521,2080,European Free Trade Association,shipping,FCEV,0.0023704810000000002
1524,2080,Russia,aviation,BEV,0.129899867
1527,2080,Russia,rail,BEV,0.098641
1528,2080,Russia,rail,Electric,0.23623978
1529,2080,Russia,rail,FCEV,0.115208
1532,2080,Russia,road,BEV,0.379206456
1533,2080,Russia,road,FCEV,0.156650965
1537,2080,Russia,shipping,BEV,0.0037036099999999995
1538,2080,Russia,shipping,FCEV,0.027087339999999998
1541,2080,South Korea,aviation,BEV,0.0459867141
1544,2080,South Korea,rail,BEV,0.000989542
1545,2080,South Korea,rail,Electric,0.006418
1546,2080,South Korea,rail,FCEV,0.00172239
1549,2080,South Korea,road,BEV,0.108062676
1550,2080,South Korea,road,FCEV,0.044206574
1554,2080,South Korea,shipping,BEV,0.001269031
1555,2080,South Korea,shipping,FCEV,0.007976764
1558,2080,USA,aviation,BEV,0.704221906
1561,2080,USA,rail,BEV,0.0960342
1562,2080,USA,rail,Electric,0.09476599999999999
1563,2080,USA,rail,FCEV,0.122053
1566,2080,USA,road,BEV,2.6826758
1567,2080,USA,road,FCEV,1.32628755
1571,2080,USA,shipping,BEV,0.023343140000000002
1572,2080,USA,shipping,FCEV,0.0469378
1575,2085,Australia_NZ,aviation,BEV,0.052503674
1578,2085,Australia_NZ,rail,BEV,0.0115478
1579,2085,Australia_NZ,rail,Electric,0.030474539
1580,2085,Australia_NZ,rail,FCEV,0.015456
1583,2085,Australia_NZ,road,BEV,0.26320801000000005
1584,2085,Australia_NZ,road,FCEV,0.17784682000000002
1588,2085,Australia_NZ,shipping,BEV,0.0038651500000000004
1589,2085,Australia_NZ,shipping,FCEV,0.00383385
1592,2085,Canada,aviation,BEV,0.0677716354
1595,2085,Canada,rail,BEV,0.0234819
1596,2085,Canada,rail,Electric,0.006459549
1597,2085,Canada,rail,FCEV,0.0307612
1600,2085,Canada,road,BEV,0.29550592490000005
1601,2085,Canada,road,FCEV,0.17514138969999998
1605,2085,Canada,shipping,BEV,0.0052379512
1606,2085,Canada,shipping,FCEV,0.004290215
1609,2085,EU-15,aviation,BEV,0.31052056
1612,2085,EU-15,rail,BEV,0.0180853
1613,2085,EU-15,rail,Electric,0.23041
1614,2085,EU-15,rail,FCEV,0.0300657
1617,2085,EU-15,road,BEV,1.0822801245940001
1618,2085,EU-15,road,FCEV,0.7685394884621
1622,2085,EU-15,shipping,BEV,0.01716562
1623,2085,EU-15,shipping,FCEV,0.05083650000000001
1626,2085,European Free Trade Association,aviation,BEV,0.0195626783
1629,2085,European Free Trade Association,rail,BEV,0.0014239
1630,2085,European Free Trade Association,rail,Electric,0.01922516
1631,2085,European Free Trade Association,rail,FCEV,0.00235412
1634,2085,European Free Trade Association,road,BEV,0.041889857399999994
1635,2085,European Free Trade Association,road,FCEV,0.029315989
1639,2085,European Free Trade Association,shipping,BEV,0.00424342047
1640,2085,European Free Trade Association,shipping,FCEV,0.002453304
1643,2085,Russia,aviation,BEV,0.135856747
1646,2085,Russia,rail,BEV,0.101234
1647,2085,Russia,rail,Electric,0.23819577
1648,2085,Russia,rail,FCEV,0.118221
1651,2085,Russia,road,BEV,0.379707489
1652,2085,Russia,road,FCEV,0.158231969
1656,2085,Russia,shipping,BEV,0.0036367400000000003
1657,2085,Russia,shipping,FCEV,0.02621918
1660,2085,South Korea,aviation,BEV,0.046029843200000004
1663,2085,South Korea,rail,BEV,0.00100131
1664,2085,South Korea,rail,Electric,0.0061281
1665,2085,South Korea,rail,FCEV,0.00174867
1668,2085,South Korea,road,BEV,0.103846272
1669,2085,South Korea,road,FCEV,0.043003820000000005
1673,2085,South Korea,shipping,BEV,0.0012459849999999998
1674,2085,South Korea,shipping,FCEV,0.007968334
1677,2085,USA,aviation,BEV,0.7442344080000001
1680,2085,USA,rail,BEV,0.0984481
1681,2085,USA,rail,Electric,0.10047110000000001
1682,2085,USA,rail,FCEV,0.125299
1685,2085,USA,road,BEV,2.7031925
1686,2085,USA,road,FCEV,1.35263566
1690,2085,USA,shipping,BEV,0.02348443
1691,2085,USA,shipping,FCEV,0.047471200000000005
1694,2090,Australia_NZ,aviation,BEV,0.054332731999999995
1697,2090,Australia_NZ,rail,BEV,0.0120147
1698,2090,Australia_NZ,rail,Electric,0.030660859999999998
1699,2090,Australia_NZ,rail,FCEV,0.0161013
1702,2090,Australia_NZ,road,BEV,0.267116876
1703,2090,Australia_NZ,road,FCEV,0.183063006
1707,2090,Australia_NZ,shipping,BEV,0.003964673
1708,2090,Australia_NZ,shipping,FCEV,0.00408967
1711,2090,Canada,aviation,BEV,0.0711506348
1714,2090,Canada,rail,BEV,0.0245446
1715,2090,Canada,rail,Electric,0.0065444349999999995
1716,2090,Canada,rail,FCEV,0.0322036
1719,2090,Canada,road,BEV,0.2980608509
1720,2090,Canada,road,FCEV,0.17948503440000002
1724,2090,Canada,shipping,BEV,0.0055337236
1725,2090,Canada,shipping,FCEV,0.004718534
1728,2090,EU-15,aviation,BEV,0.32332287
1731,2090,EU-15,rail,BEV,0.0187842
1732,2090,EU-15,rail,Electric,0.231362
1733,2090,EU-15,rail,FCEV,0.0312758
1736,2090,EU-15,road,BEV,1.080234903576
1737,2090,EU-15,road,FCEV,0.7775452262413
1741,2090,EU-15,shipping,BEV,0.01766581
1742,2090,EU-15,shipping,FCEV,0.0531084
1745,2090,European Free Trade Association,aviation,BEV,0.0204638256
1748,2090,European Free Trade Association,rail,BEV,0.00148356
1749,2090,European Free Trade Association,rail,Electric,0.01925421
1750,2090,European Free Trade Association,rail,FCEV,0.00245287
1753,2090,European Free Trade Association,road,BEV,0.0418009736
1754,2090,European Free Trade Association,road,FCEV,0.0296027736
1758,2090,European Free Trade Association,shipping,BEV,0.00447815962
1759,2090,European Free Trade Association,shipping,FCEV,0.002578335
1762,2090,Russia,aviation,BEV,0.139590773
1765,2090,Russia,rail,BEV,0.103835
1766,2090,Russia,rail,Electric,0.23990537
1767,2090,Russia,rail,FCEV,0.121129
1770,2090,Russia,road,BEV,0.379222958
1771,2090,Russia,road,FCEV,0.159447926
1775,2090,Russia,shipping,BEV,0.00356359
1776,2090,Russia,shipping,FCEV,0.02516833
1779,2090,South Korea,aviation,BEV,0.0451501915
1782,2090,South Korea,rail,BEV,0.00101113
1783,2090,South Korea,rail,Electric,0.00583404
1784,2090,South Korea,rail,FCEV,0.00177267
1787,2090,South Korea,road,BEV,0.09950698
1788,2090,South Korea,road,FCEV,0.041773088
1792,2090,South Korea,shipping,BEV,0.001217645
1793,2090,South Korea,shipping,FCEV,0.00796149
1796,2090,USA,aviation,BEV,0.7667043870000001
1799,2090,USA,rail,BEV,0.10063
1800,2090,USA,rail,Electric,0.1061251
1801,2090,USA,rail,FCEV,0.128456
1804,2090,USA,road,BEV,2.7119802
1805,2090,USA,road,FCEV,1.3758739899999999
1809,2090,USA,shipping,BEV,0.02332081
1810,2090,USA,shipping,FCEV,0.0485481
1813,2095,Australia_NZ,aviation,BEV,0.055599986000000004
1816,2095,Australia_NZ,rail,BEV,0.0124733
1817,2095,Australia_NZ,rail,Electric,0.030683665
1818,2095,Australia_NZ,rail,FCEV,0.016732
1821,2095,Australia_NZ,road,BEV,0.269564712
1822,2095,Australia_NZ,road,FCEV,0.187263191
1826,2095,Australia_NZ,shipping,BEV,0.0040884169
1827,2095,Australia_NZ,shipping,FCEV,0.00433439
1830,2095,Canada,aviation,BEV,0.0735910927
1833,2095,Canada,rail,BEV,0.0255879
1834,2095,Canada,rail,Electric,0.006592311
1835,2095,Canada,rail,FCEV,0.0335743
1838,2095,Canada,road,BEV,0.29885155480000003
1839,2095,Canada,road,FCEV,0.1825659389
1843,2095,Canada,shipping,BEV,0.0058094162000000005
1844,2095,Canada,shipping,FCEV,0.004932569
1847,2095,EU-15,aviation,BEV,0.33449244
1850,2095,EU-15,rail,BEV,0.0195002
1851,2095,EU-15,rail,Electric,0.23163870000000003
1852,2095,EU-15,rail,FCEV,0.0325138
1855,2095,EU-15,road,BEV,1.0743333174710001
1856,2095,EU-15,road,FCEV,0.7848924515067
1860,2095,EU-15,shipping,BEV,0.01841203
1861,2095,EU-15,shipping,FCEV,0.0560025
1864,2095,European Free Trade Association,aviation,BEV,0.0211559737
1867,2095,European Free Trade Association,rail,BEV,0.00154146
1868,2095,European Free Trade Association,rail,Electric,0.01919375
1869,2095,European Free Trade Association,rail,FCEV,0.00254625
1872,2095,European Free Trade Association,road,BEV,0.0415177277
1873,2095,European Free Trade Association,road,FCEV,0.0297479576
1877,2095,European Free Trade Association,shipping,BEV,0.004731146879999999
1878,2095,European Free Trade Association,shipping,FCEV,0.002637317
1881,2095,Russia,aviation,BEV,0.140428055
1884,2095,Russia,rail,BEV,0.105672
1885,2095,Russia,rail,Electric,0.24070639
1886,2095,Russia,rail,FCEV,0.121744
1889,2095,Russia,road,BEV,0.377811021
1890,2095,Russia,road,FCEV,0.159615973
1894,2095,Russia,shipping,BEV,0.0034041699999999998
1895,2095,Russia,shipping,FCEV,0.02195708
1898,2095,South Korea,aviation,BEV,0.0438589987
1901,2095,South Korea,rail,BEV,0.00101707
1902,2095,South Korea,rail,Electric,0.0055362499999999995
1903,2095,South Korea,rail,FCEV,0.00178344
1906,2095,South Korea,road,BEV,0.09519254999999999
1907,2095,South Korea,road,FCEV,0.04049659
1911,2095,South Korea,shipping,BEV,0.001187198
1912,2095,South Korea,shipping,FCEV,0.007710795
1915,2095,USA,aviation,BEV,0.780062484
1918,2095,USA,rail,BEV,0.102592
1919,2095,USA,rail,Electric,0.111715
1920,2095,USA,rail,FCEV,0.131095
1923,2095,USA,road,BEV,2.7105289
1924,2095,USA,road,FCEV,1.3936198499999999
1928,2095,USA,shipping,BEV,0.023009869999999998
1929,2095,USA,shipping,FCEV,0.0480103
1932,2100,Australia_NZ,aviation,BEV,0.05664973
1935,2100,Australia_NZ,rail,BEV,0.0129512
1936,2100,Australia_NZ,rail,Electric,0.030609462999999996
1937,2100,Australia_NZ,rail,FCEV,0.0173869
1940,2100,Australia_NZ,road,BEV,0.27161758999999996
1941,2100,Australia_NZ,road,FCEV,0.190514034
1945,2100,Australia_NZ,shipping,BEV,0.0042516728
1946,2100,Australia_NZ,shipping,FCEV,0.0046193
1949,2100,Canada,aviation,BEV,0.0757920819
1952,2100,Canada,rail,BEV,0.0266811
1953,2100,Canada,rail,Electric,0.006612673
1954,2100,Canada,rail,FCEV,0.0349858
1957,2100,Canada,road,BEV,0.29888915309999997
1958,2100,Canada,road,FCEV,0.1842731605
1962,2100,Canada,shipping,BEV,0.006141634700000001
1963,2100,Canada,shipping,FCEV,0.005101451
1966,2100,EU-15,aviation,BEV,0.34683280000000005
1969,2100,EU-15,rail,BEV,0.0202719
1970,2100,EU-15,rail,Electric,0.2314503
1971,2100,EU-15,rail,FCEV,0.0338198
1974,2100,EU-15,road,BEV,1.0673042024539998
1975,2100,EU-15,road,FCEV,0.7887453094358
1979,2100,EU-15,shipping,BEV,0.01955045
1980,2100,EU-15,shipping,FCEV,0.0591445
1983,2100,European Free Trade Association,aviation,BEV,0.0218139214
1986,2100,European Free Trade Association,rail,BEV,0.00160339
1987,2100,European Free Trade Association,rail,Electric,0.019075853
1988,2100,European Free Trade Association,rail,FCEV,0.00264757
1991,2100,European Free Trade Association,road,BEV,0.0411566788
1992,2100,European Free Trade Association,road,FCEV,0.0297338821
1996,2100,European Free Trade Association,shipping,BEV,0.00506900953
1997,2100,European Free Trade Association,shipping,FCEV,0.002790994
2000,2100,Russia,aviation,BEV,0.141944387
2003,2100,Russia,rail,BEV,0.107833
2004,2100,Russia,rail,Electric,0.24162981
2005,2100,Russia,rail,FCEV,0.122867
2008,2100,Russia,road,BEV,0.375842346
2009,2100,Russia,road,FCEV,0.15860960300000004
2013,2100,Russia,shipping,BEV,0.00333119
2014,2100,Russia,shipping,FCEV,0.01985725
2017,2100,South Korea,aviation,BEV,0.0425536089
2020,2100,South Korea,rail,BEV,0.00102292
2021,2100,South Korea,rail,Electric,0.00524176
2022,2100,South Korea,rail,FCEV,0.00179381
2025,2100,South Korea,road,BEV,0.091115852
2026,2100,South Korea,road,FCEV,0.03910910099999999
2030,2100,South Korea,shipping,BEV,0.0011686090000000001
2031,2100,South Korea,shipping,FCEV,0.007563874999999999
2034,2100,USA,aviation,BEV,0.787764649
2037,2100,USA,rail,BEV,0.104376
2038,2100,USA,rail,Electric,0.1172955
2039,2100,USA,rail,FCEV,0.133245
2042,2100,USA,road,BEV,2.703311
2043,2100,USA,road,FCEV,1.40072967
2047,2100,USA,shipping,BEV,0.02253169
2048,2100,USA,shipping,FCEV,0.0459872
