,Year,region,mode,technology,value
1180,2085,South Asia,shipping,FCEV,0.0022985329999999997
1183,2090,Africa_Western,aviation,BEV,0.46380931599999997
1186,2090,Africa_Western,rail,BEV,0.00794662
1187,2090,Africa_Western,rail,Electric,0.0051310062
1188,2090,Africa_Western,rail,FCEV,0.010572
1191,2090,Africa_Western,road,BEV,2.0092784800000003
1192,2090,Africa_Western,road,FCEV,0.807520477
1195,2090,Africa_Western,shipping,BEV,0.006571515
1196,2090,Africa_Western,shipping,FCEV,0.011422950000000001
1199,2090,Brazil,aviation,BEV,0.053552051
1202,2090,Brazil,rail,BEV,0.00913248
1203,2090,Brazil,rail,Electric,0.03003945
1204,2090,Brazil,rail,FCEV,0.0135422
1207,2090,Brazil,road,BEV,0.6281686700000001
1208,2090,Brazil,road,FCEV,0.21032349
1212,2090,Brazil,shipping,BEV,0.0036868639999999998
1213,2090,Brazil,shipping,FCEV,0.006092429999999999
1216,2090,China,aviation,BEV,0.628340381
1219,2090,China,rail,BEV,0.288594
1220,2090,China,rail,Electric,0.2828123
1221,2090,China,rail,FCEV,0.382653
1224,2090,China,road,BEV,0.70016045
1225,2090,China,road,FCEV,0.34850902
1229,2090,China,shipping,BEV,0.09137437999999999
1230,2090,China,shipping,FCEV,0.08216760000000001
1233,2090,India,aviation,BEV,0.590188181
1236,2090,India,rail,BEV,0.0681875
1237,2090,India,rail,Electric,0.14042159999999998
1238,2090,India,rail,FCEV,0.101117
1241,2090,India,road,BEV,2.33729765
1242,2090,India,road,FCEV,0.710550127
1246,2090,India,shipping,BEV,0.005615091
1247,2090,India,shipping,FCEV,0.01424349
1250,2090,South Asia,aviation,BEV,0.026553639000000004
1253,2090,South Asia,rail,BEV,0.0037888899999999996
1254,2090,South Asia,rail,Electric,0.015560285999999998
1255,2090,South Asia,rail,FCEV,0.0036238999999999998
1258,2090,South Asia,road,BEV,0.66013265
1259,2090,South Asia,road,FCEV,0.2265031798
1263,2090,South Asia,shipping,BEV,0.003463789
1264,2090,South Asia,shipping,FCEV,0.0024645279999999997
1267,2095,Africa_Western,aviation,BEV,0.530616325
1270,2095,Africa_Western,rail,BEV,0.00887055
1271,2095,Africa_Western,rail,Electric,0.006669164799999999
1272,2095,Africa_Western,rail,FCEV,0.0117864
1275,2095,Africa_Western,road,BEV,2.2012159
1276,2095,Africa_Western,road,FCEV,0.9069507019999999
1279,2095,Africa_Western,shipping,BEV,0.007062153
1280,2095,Africa_Western,shipping,FCEV,0.01174876
1283,2095,Brazil,aviation,BEV,0.055718962999999996
1286,2095,Brazil,rail,BEV,0.00935922
1287,2095,Brazil,rail,Electric,0.03120676
1288,2095,Brazil,rail,FCEV,0.013878
1291,2095,Brazil,road,BEV,0.6344115
1292,2095,Brazil,road,FCEV,0.21180237
1296,2095,Brazil,shipping,BEV,0.003850638
1297,2095,Brazil,shipping,FCEV,0.00624737
1300,2095,China,aviation,BEV,0.618169129
1303,2095,China,rail,BEV,0.287236
1304,2095,China,rail,Electric,0.2810117
1305,2095,China,rail,FCEV,0.381785
1308,2095,China,road,BEV,0.6675492199999999
1309,2095,China,road,FCEV,0.33822889599999995
1313,2095,China,shipping,BEV,0.08762223999999999
1314,2095,China,shipping,FCEV,0.0801617
1317,2095,India,aviation,BEV,0.653483884
