,sector,region,scenario,Year,value
51,,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2050,-2.3101691706478313e-08
52,,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2055,-2.9603011460410814e-05
53,,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2060,-1.34823081354e-05
54,,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2065,-1.6039820148841642e-07
55,,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2070,-6.7967155827e-06
56,,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2075,-3.50976964583e-05
57,,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2080,-1.65868994291e-05
58,,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2085,-8.972286366561226e-07
59,,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2090,-1.5822696943488278e-07
60,,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2095,-8.487138056261673e-06
61,,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2100,-4.754250101957937e-07
62,Hydrogen,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2025,0.0665129434509589
63,Hydrogen,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2030,0.43598668717100975
64,Hydrogen,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2035,1.1698475172591989
65,Hydrogen,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2040,2.183038845565298
66,Hydrogen,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2045,3.480783419550983
67,Hydrogen,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2050,5.091349237465186
68,Hydrogen,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2055,6.861828170911872
69,Hydrogen,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2060,8.982237264282672
70,Hydrogen,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2065,11.538282365978963
71,Hydrogen,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2070,14.637044496422224
72,Hydrogen,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2075,18.21005071446278
73,Hydrogen,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2080,22.082296885815317
74,Hydrogen,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2085,25.85229972327609
75,Hydrogen,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2090,29.565117068472134
76,Hydrogen,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2095,32.814284417371084
77,Hydrogen,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2100,35.56858994987773
78,Hydrogen,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2025,0.231703756090855
79,Hydrogen,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2030,0.9985773688823958
80,Hydrogen,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2035,1.853823535392352
81,Hydrogen,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2040,2.6121759247331253
82,Hydrogen,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2045,3.2137996937233724
83,Hydrogen,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2050,3.736717687341885
84,Hydrogen,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2055,4.121666576603209
85,Hydrogen,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2060,4.400472861901992
86,Hydrogen,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2065,4.589566451902892
87,Hydrogen,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2070,4.645085606436497
88,Hydrogen,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2075,4.668974545345164
89,Hydrogen,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2080,4.681720962180825
90,Hydrogen,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2085,4.713040863090591
91,Hydrogen,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2090,4.764103778507053
92,Hydrogen,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2095,4.809001704674142
93,Hydrogen,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2100,4.8722475081866445
94,Hydrogen,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2025,1.1832279599672608
95,Hydrogen,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2030,5.645913250326358
96,Hydrogen,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2035,11.683070804062073
97,Hydrogen,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2040,16.389086217095453
98,Hydrogen,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2045,19.814643883100306
99,Hydrogen,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2050,22.87469461046406
100,Hydrogen,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2055,25.173488182902666
101,Hydrogen,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2060,27.00582512131573
102,Hydrogen,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2065,27.721204206404362
103,Hydrogen,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2070,27.778273832572047
104,Hydrogen,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2075,27.355777440151464
105,Hydrogen,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2080,26.49269984843524
106,Hydrogen,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2085,25.670566801438596
107,Hydrogen,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2090,25.030465285534213
108,Hydrogen,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2095,24.305704419412905
109,Hydrogen,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2100,24.600734764530884
110,Hydrogen,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2025,0.2521297413907396
111,Hydrogen,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2030,1.324566203157239
112,Hydrogen,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2035,3.697298015173678
113,Hydrogen,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2040,6.434097440284724
114,Hydrogen,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2045,9.048145607945795
115,Hydrogen,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2050,11.423440799248631
116,Hydrogen,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2055,13.359855889697823
117,Hydrogen,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2060,15.184549243266744
118,Hydrogen,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2065,16.943784458015102
119,Hydrogen,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2070,18.90030091849396
120,Hydrogen,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2075,21.19869010910562
121,Hydrogen,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2080,23.528304431077448
122,Hydrogen,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2085,25.75875854903996
123,Hydrogen,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2090,27.70248954975832
124,Hydrogen,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2095,29.00793628314064
125,Hydrogen,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2100,30.03391233864008
126,Hydrogen,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2025,0.03857219581065223
127,Hydrogen,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2030,0.24807307647439733
128,Hydrogen,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2035,0.6537630254959543
129,Hydrogen,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2040,1.1175377596063307
130,Hydrogen,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2045,1.549415432334237
131,Hydrogen,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2050,1.962560909043153
132,Hydrogen,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2055,2.3170027821029664
133,Hydrogen,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2060,2.645573196495514
134,Hydrogen,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2065,2.9592644100432937
135,Hydrogen,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2070,3.247018626584277
136,Hydrogen,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2075,3.536185506821088
137,Hydrogen,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2080,3.830133904514417
138,Hydrogen,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2085,4.146891325361765
139,Hydrogen,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2090,4.494641805833743
140,Hydrogen,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2095,4.863745195627535
141,Hydrogen,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2100,5.36705458282476
142,agriculture,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2005,0.14912328404511954
143,agriculture,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2010,0.20757685734303752
144,agriculture,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2015,0.36363387003450837
145,agriculture,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2020,0.460637931937092
146,agriculture,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2025,0.8521964296547455
147,agriculture,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2030,1.0783458393449734
148,agriculture,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2035,1.2807514096671
149,agriculture,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2040,1.4299276423200709
150,agriculture,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2045,1.5470760965845656
151,agriculture,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2050,1.5739461823273178
152,agriculture,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2055,1.5740034628056527
153,agriculture,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2060,1.6060864939064996
154,agriculture,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2065,1.6418578093679517
155,agriculture,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2070,1.674382015649098
156,agriculture,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2075,1.703149009051184
157,agriculture,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2080,1.7278633681113182
158,agriculture,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2085,1.7490648546542926
159,agriculture,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2090,1.7667701156450184
160,agriculture,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2095,1.7813615800245386
161,agriculture,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2100,1.7885339494134394
162,agriculture,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2005,4.213557042165927
163,agriculture,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2010,4.750166755121766
164,agriculture,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2015,4.940165433492172
165,agriculture,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2020,5.079342430654324
166,agriculture,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2025,5.14143880459517
167,agriculture,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2030,4.9579751940437955
168,agriculture,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2035,4.649878826182906
169,agriculture,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2040,4.322291977562166
170,agriculture,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2045,3.8966881784895104
171,agriculture,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2050,3.492628991895584
172,agriculture,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2055,3.2755730040028057
173,agriculture,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2060,3.177749060988761
174,agriculture,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2065,3.1383616971006028
175,agriculture,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2070,3.1250542792995923
176,agriculture,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2075,3.120746639623369
177,agriculture,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2080,3.1236134857858717
178,agriculture,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2085,3.129038658926989
179,agriculture,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2090,3.131930946218021
180,agriculture,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2095,3.126247128430585
181,agriculture,Brazil,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2100,3.1225780267332963
182,agriculture,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2005,61.95336006684304
183,agriculture,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2010,70.65901025930512
184,agriculture,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2015,80.30066733065088
185,agriculture,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2020,83.3787030152345
186,agriculture,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2025,84.28302907087415
187,agriculture,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2030,81.78702796598843
188,agriculture,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2035,74.86450607750653
189,agriculture,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2040,66.95930969356164
190,agriculture,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2045,61.26766992767753
191,agriculture,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2050,56.85182068235102
192,agriculture,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2055,52.795080540816485
193,agriculture,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2060,48.97921257080867
194,agriculture,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2065,45.673040435701054
195,agriculture,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2070,43.065362690268344
196,agriculture,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2075,40.87696498877098
197,agriculture,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2080,39.11392940119754
198,agriculture,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2085,37.596608767215585
199,agriculture,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2090,36.21569514811975
200,agriculture,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2095,34.93295981909641
201,agriculture,China,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2100,33.8963702611296
202,agriculture,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2005,15.668888321948087
203,agriculture,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2010,17.10165324362344
204,agriculture,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2015,18.82583744243054
205,agriculture,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2020,19.85458742275705
206,agriculture,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2025,20.933111385971387
207,agriculture,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2030,21.221699388727252
208,agriculture,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2035,20.335275916594284
209,agriculture,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2040,18.810351856317276
210,agriculture,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2045,17.504593078385852
211,agriculture,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2050,16.47468943929939
212,agriculture,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2055,15.810153683838797
213,agriculture,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2060,15.457705995323419
214,agriculture,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2065,15.293780888218585
215,agriculture,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2070,15.183570265765072
216,agriculture,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2075,15.035922576202356
217,agriculture,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2080,14.856929732210144
218,agriculture,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2085,14.7014564023397
219,agriculture,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2090,14.551067234762646
220,agriculture,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2095,14.3819751406252
221,agriculture,India,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2100,14.227721938860451
222,agriculture,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2005,2.797485549269279
223,agriculture,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2010,2.7558994989488874
224,agriculture,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2015,2.8845459538907523
225,agriculture,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2020,3.1362221365193492
226,agriculture,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2025,3.3588019542729217
227,agriculture,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2030,3.496635049114586
228,agriculture,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2035,3.5194159367011197
229,agriculture,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2040,3.4495857629856843
230,agriculture,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2045,3.378821783165031
231,agriculture,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2050,3.310672284545817
232,agriculture,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2055,3.2290187535117374
233,agriculture,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2060,3.1378957327528467
234,agriculture,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2065,3.089371990117436
235,agriculture,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2070,3.0669548855011093
236,agriculture,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2075,3.06863336175647
237,agriculture,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2080,3.075160849174058
238,agriculture,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2085,3.0846484947309234
239,agriculture,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2090,3.098425566225027
240,agriculture,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2095,3.1232088714770514
241,agriculture,South Asia,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2100,3.1935593274181158
242,building,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2005,3.0555373750866517
243,building,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2010,3.019182239946431
244,building,Africa_Western,"SSP2GCAM_SSP2,date=2023-22-11T14:08:28+06:015",2015,3.3012415190736486
